review_date,category,weekly_sentiment,rolling_avg,delta,alert
2023-10-09,Home_Storage_Organization,1.0,1.0,0.0,Normal
2023-10-16,Home_Storage_Organization,0.5,0.75,-0.25,NEGATIVE SPIKE
2023-10-30,Home_Storage_Organization,1.0,0.75,0.0,Normal
2023-11-27,Home_Storage_Organization,1.0,1.0,0.25,POSITIVE SPIKE
2023-12-04,Home_Storage_Organization,0.0,0.5,-0.5,TREND SHIFT
2023-12-11,Home_Storage_Organization,0.75,0.375,-0.125,Normal
2023-12-18,Home_Storage_Organization,0.0,0.375,0.0,Normal
2023-12-25,Home_Storage_Organization,1.0,0.5,0.125,Normal
2024-01-01,Home_Storage_Organization,0.5,0.75,0.25,POSITIVE SPIKE
2024-01-15,Home_Storage_Organization,0.667,0.583,-0.167,Normal
2024-01-22,Home_Storage_Organization,0.4,0.533,-0.05,Normal
2024-01-29,Home_Storage_Organization,0.0,0.2,-0.333,NEGATIVE SPIKE
2024-02-05,Home_Storage_Organization,0.0,0.0,-0.2,NEGATIVE SPIKE
2024-02-19,Home_Storage_Organization,1.0,0.5,0.5,TREND SHIFT
2024-02-26,Home_Storage_Organization,1.0,1.0,0.5,POSITIVE SPIKE
2024-03-04,Home_Storage_Organization,1.0,1.0,0.0,Normal
2024-03-11,Home_Storage_Organization,0.333,0.667,-0.333,NEGATIVE SPIKE
2024-03-18,Home_Storage_Organization,-1.0,-0.333,-1.0,NEGATIVE SPIKE
2024-03-25,Home_Storage_Organization,0.333,-0.333,0.0,Normal
2024-04-01,Home_Storage_Organization,-1.0,-0.333,0.0,Normal
2024-04-08,Home_Storage_Organization,1.0,0.0,0.333,POSITIVE SPIKE
2024-04-22,Home_Storage_Organization,0.5,0.75,0.75,POSITIVE SPIKE
2024-04-29,Home_Storage_Organization,0.5,0.5,-0.25,TREND SHIFT
2024-05-13,Home_Storage_Organization,1.0,0.75,0.25,TREND SHIFT
2024-05-20,Home_Storage_Organization,1.0,1.0,0.25,POSITIVE SPIKE
2024-05-27,Home_Storage_Organization,1.0,1.0,0.0,Normal
2024-06-03,Home_Storage_Organization,0.0,0.5,-0.5,NEGATIVE SPIKE
2024-06-10,Home_Storage_Organization,-1.0,-0.5,-1.0,NEGATIVE SPIKE
2024-06-17,Home_Storage_Organization,1.0,0.0,0.5,TREND SHIFT
2024-06-24,Home_Storage_Organization,0.667,0.833,0.833,POSITIVE SPIKE
2024-07-01,Home_Storage_Organization,-1.0,-0.167,-1.0,TREND SHIFT
2024-07-08,Home_Storage_Organization,1.0,0.0,0.167,Normal
2024-07-22,Home_Storage_Organization,-1.0,0.0,0.0,Normal
2024-07-29,Home_Storage_Organization,1.0,0.0,0.0,Normal
2024-08-05,Home_Storage_Organization,-1.0,0.0,0.0,Normal
2024-08-12,Home_Storage_Organization,1.0,0.0,0.0,Normal
2024-08-19,Home_Storage_Organization,0.5,0.75,0.75,POSITIVE SPIKE
2024-08-26,Home_Storage_Organization,0.0,0.25,-0.5,TREND SHIFT
2024-09-02,Home_Storage_Organization,0.0,0.0,-0.25,NEGATIVE SPIKE
2024-09-09,Home_Storage_Organization,0.25,0.125,0.125,Normal
2024-09-23,Home_Storage_Organization,1.0,0.625,0.5,POSITIVE SPIKE
2024-10-07,Home_Storage_Organization,1.0,1.0,0.375,POSITIVE SPIKE
2024-10-14,Home_Storage_Organization,0.0,0.5,-0.5,TREND SHIFT
2024-10-21,Home_Storage_Organization,1.0,0.5,0.0,Normal
2024-10-28,Home_Storage_Organization,0.333,0.667,0.167,Normal
2024-11-04,Home_Storage_Organization,1.0,0.667,0.0,Normal
2024-11-11,Home_Storage_Organization,-1.0,0.0,-0.667,NEGATIVE SPIKE
2024-11-18,Home_Storage_Organization,-1.0,-1.0,-1.0,NEGATIVE SPIKE
2024-11-25,Home_Storage_Organization,1.0,0.0,1.0,TREND SHIFT
2024-12-02,Home_Storage_Organization,0.333,0.667,0.667,POSITIVE SPIKE
2024-12-09,Home_Storage_Organization,1.0,0.667,0.0,Normal
2024-12-16,Home_Storage_Organization,0.0,0.5,-0.167,Normal
2024-12-23,Home_Storage_Organization,-0.333,-0.167,-0.667,NEGATIVE SPIKE
2024-12-30,Home_Storage_Organization,1.0,0.333,0.5,TREND SHIFT
2020-12-28,Kitchen_Appliances,0.6,0.6,,Normal
2021-01-04,Kitchen_Appliances,0.75,0.675,0.075,Normal
2021-01-11,Kitchen_Appliances,0.818,0.784,0.109,Normal
2021-01-18,Kitchen_Appliances,0.765,0.791,0.007,Normal
2021-01-25,Kitchen_Appliances,0.19,0.478,-0.314,TREND SHIFT
2021-02-01,Kitchen_Appliances,0.588,0.389,-0.088,Normal
2021-02-08,Kitchen_Appliances,0.286,0.437,0.048,Normal
2021-02-15,Kitchen_Appliances,0.409,0.347,-0.09,Normal
2021-02-22,Kitchen_Appliances,0.462,0.435,0.088,Normal
2021-03-01,Kitchen_Appliances,0.524,0.493,0.057,Normal
2021-03-08,Kitchen_Appliances,0.6,0.562,0.069,Normal
2021-03-15,Kitchen_Appliances,0.696,0.648,0.086,Normal
2021-03-22,Kitchen_Appliances,0.696,0.696,0.048,Normal
2021-03-29,Kitchen_Appliances,0.522,0.609,-0.087,Normal
2021-04-05,Kitchen_Appliances,0.5,0.511,-0.098,Normal
2021-04-12,Kitchen_Appliances,0.85,0.675,0.164,Normal
2021-04-19,Kitchen_Appliances,0.533,0.692,0.017,Normal
2021-04-26,Kitchen_Appliances,0.478,0.506,-0.186,Normal
2021-05-03,Kitchen_Appliances,0.688,0.583,0.077,Normal
2021-05-10,Kitchen_Appliances,0.625,0.656,0.073,Normal
2021-05-17,Kitchen_Appliances,0.3,0.462,-0.194,Normal
2021-05-24,Kitchen_Appliances,0.467,0.383,-0.079,Normal
2021-05-31,Kitchen_Appliances,0.545,0.506,0.123,Normal
2021-06-07,Kitchen_Appliances,0.842,0.694,0.188,Normal
2021-06-14,Kitchen_Appliances,0.696,0.769,0.075,Normal
2021-06-21,Kitchen_Appliances,0.875,0.785,0.016,Normal
2021-06-28,Kitchen_Appliances,0.833,0.854,0.069,Normal
2021-07-05,Kitchen_Appliances,0.45,0.642,-0.213,TREND SHIFT
2021-07-12,Kitchen_Appliances,0.714,0.582,-0.06,Normal
2021-07-19,Kitchen_Appliances,0.421,0.568,-0.014,Normal
2021-07-26,Kitchen_Appliances,0.846,0.634,0.066,Normal
2021-08-02,Kitchen_Appliances,0.556,0.701,0.067,Normal
2021-08-09,Kitchen_Appliances,0.385,0.47,-0.231,TREND SHIFT
2021-08-16,Kitchen_Appliances,0.684,0.534,0.064,Normal
2021-08-23,Kitchen_Appliances,0.647,0.666,0.131,Normal
2021-08-30,Kitchen_Appliances,0.773,0.71,0.044,Normal
2021-09-06,Kitchen_Appliances,0.75,0.761,0.051,Normal
2021-09-13,Kitchen_Appliances,0.783,0.766,0.005,Normal
2021-09-20,Kitchen_Appliances,0.333,0.558,-0.208,TREND SHIFT
2021-09-27,Kitchen_Appliances,0.5,0.417,-0.141,Normal
2021-10-04,Kitchen_Appliances,0.833,0.667,0.25,TREND SHIFT
2021-10-11,Kitchen_Appliances,0.348,0.591,-0.076,Normal
2021-10-18,Kitchen_Appliances,0.875,0.611,0.021,Normal
2021-10-25,Kitchen_Appliances,0.6,0.737,0.126,Normal
2021-11-01,Kitchen_Appliances,0.636,0.618,-0.119,Normal
2021-11-08,Kitchen_Appliances,0.579,0.608,-0.011,Normal
2021-11-15,Kitchen_Appliances,0.267,0.423,-0.185,Normal
2021-11-22,Kitchen_Appliances,0.25,0.258,-0.164,Normal
2021-11-29,Kitchen_Appliances,0.455,0.352,0.094,Normal
2021-12-06,Kitchen_Appliances,0.583,0.519,0.167,Normal
2021-12-13,Kitchen_Appliances,0.667,0.625,0.106,Normal
2021-12-20,Kitchen_Appliances,0.556,0.611,-0.014,Normal
2021-12-27,Kitchen_Appliances,0.696,0.626,0.014,Normal
2022-01-03,Kitchen_Appliances,0.615,0.656,0.03,Normal
2022-01-10,Kitchen_Appliances,0.938,0.776,0.121,Normal
2022-01-17,Kitchen_Appliances,0.7,0.819,0.042,Normal
2022-01-24,Kitchen_Appliances,0.385,0.542,-0.276,TREND SHIFT
2022-01-31,Kitchen_Appliances,0.727,0.556,0.014,Normal
2022-02-07,Kitchen_Appliances,0.588,0.658,0.102,Normal
2022-02-14,Kitchen_Appliances,0.529,0.559,-0.099,Normal
2022-02-21,Kitchen_Appliances,0.75,0.64,0.081,Normal
2022-02-28,Kitchen_Appliances,0.467,0.608,-0.031,Normal
2022-03-07,Kitchen_Appliances,0.714,0.59,-0.018,Normal
2022-03-14,Kitchen_Appliances,0.773,0.744,0.153,Normal
2022-03-21,Kitchen_Appliances,0.333,0.553,-0.19,Normal
2022-03-28,Kitchen_Appliances,0.571,0.452,-0.101,Normal
2022-04-04,Kitchen_Appliances,0.529,0.55,0.098,Normal
2022-04-11,Kitchen_Appliances,0.522,0.526,-0.025,Normal
2022-04-18,Kitchen_Appliances,0.783,0.652,0.127,Normal
2022-04-25,Kitchen_Appliances,0.5,0.641,-0.011,Normal
2022-05-02,Kitchen_Appliances,0.565,0.533,-0.109,Normal
2022-05-09,Kitchen_Appliances,0.5,0.533,0.0,Normal
2022-05-16,Kitchen_Appliances,1.0,0.75,0.217,POSITIVE SPIKE
2022-05-23,Kitchen_Appliances,0.7,0.85,0.1,Normal
2022-05-30,Kitchen_Appliances,0.7,0.7,-0.15,Normal
2022-06-06,Kitchen_Appliances,0.767,0.733,0.033,Normal
2022-06-13,Kitchen_Appliances,0.636,0.702,-0.032,Normal
2022-06-20,Kitchen_Appliances,0.474,0.555,-0.146,Normal
2022-06-27,Kitchen_Appliances,0.538,0.506,-0.049,Normal
2022-07-04,Kitchen_Appliances,0.708,0.623,0.117,Normal
2022-07-11,Kitchen_Appliances,0.722,0.715,0.092,Normal
2022-07-18,Kitchen_Appliances,0.619,0.671,-0.045,Normal
2022-07-25,Kitchen_Appliances,0.174,0.396,-0.274,NEGATIVE SPIKE
2022-08-01,Kitchen_Appliances,0.625,0.399,0.003,Normal
2022-08-08,Kitchen_Appliances,0.64,0.632,0.233,POSITIVE SPIKE
2022-08-15,Kitchen_Appliances,0.273,0.456,-0.176,Normal
2022-08-22,Kitchen_Appliances,0.565,0.419,-0.037,Normal
2022-08-29,Kitchen_Appliances,0.538,0.552,0.133,Normal
2022-09-05,Kitchen_Appliances,0.545,0.542,-0.01,Normal
2022-09-12,Kitchen_Appliances,0.667,0.606,0.064,Normal
2022-09-19,Kitchen_Appliances,0.625,0.646,0.04,Normal
2022-09-26,Kitchen_Appliances,0.917,0.771,0.125,Normal
2022-10-03,Kitchen_Appliances,0.571,0.744,-0.027,Normal
2022-10-10,Kitchen_Appliances,0.375,0.473,-0.271,NEGATIVE SPIKE
2022-10-17,Kitchen_Appliances,0.148,0.262,-0.212,NEGATIVE SPIKE
2022-10-24,Kitchen_Appliances,0.6,0.374,0.112,Normal
2022-10-31,Kitchen_Appliances,0.875,0.737,0.363,POSITIVE SPIKE
2022-11-07,Kitchen_Appliances,0.615,0.745,0.008,Normal
2022-11-14,Kitchen_Appliances,0.636,0.626,-0.119,Normal
2022-11-21,Kitchen_Appliances,0.5,0.568,-0.058,Normal
2022-11-28,Kitchen_Appliances,0.611,0.556,-0.013,Normal
2022-12-05,Kitchen_Appliances,0.72,0.666,0.11,Normal
2022-12-12,Kitchen_Appliances,0.25,0.485,-0.181,Normal
2022-12-19,Kitchen_Appliances,0.615,0.433,-0.052,Normal
2022-12-26,Kitchen_Appliances,0.75,0.683,0.25,TREND SHIFT
2023-01-02,Kitchen_Appliances,0.364,0.557,-0.126,Normal
2023-01-09,Kitchen_Appliances,0.8,0.582,0.025,Normal
2023-01-16,Kitchen_Appliances,0.625,0.712,0.131,Normal
2023-01-23,Kitchen_Appliances,0.56,0.592,-0.12,Normal
2023-01-30,Kitchen_Appliances,0.75,0.655,0.062,Normal
2023-02-06,Kitchen_Appliances,0.577,0.663,0.008,Normal
2023-02-13,Kitchen_Appliances,0.519,0.548,-0.116,Normal
2023-02-20,Kitchen_Appliances,0.167,0.343,-0.205,NEGATIVE SPIKE
2023-02-27,Kitchen_Appliances,0.391,0.279,-0.064,Normal
2023-03-06,Kitchen_Appliances,0.682,0.537,0.258,TREND SHIFT
2023-03-13,Kitchen_Appliances,0.154,0.418,-0.119,Normal
2023-03-20,Kitchen_Appliances,0.48,0.317,-0.101,Normal
2023-03-27,Kitchen_Appliances,0.8,0.64,0.323,TREND SHIFT
2023-04-03,Kitchen_Appliances,0.435,0.617,-0.023,Normal
2023-04-10,Kitchen_Appliances,0.281,0.358,-0.259,NEGATIVE SPIKE
2023-04-17,Kitchen_Appliances,0.524,0.403,0.045,Normal
2023-04-24,Kitchen_Appliances,0.37,0.447,0.045,Normal
2023-05-01,Kitchen_Appliances,0.071,0.221,-0.226,TREND SHIFT
2023-05-08,Kitchen_Appliances,0.19,0.131,-0.09,Normal
2023-05-15,Kitchen_Appliances,0.684,0.437,0.306,TREND SHIFT
2023-05-22,Kitchen_Appliances,0.44,0.562,0.125,Normal
2023-05-29,Kitchen_Appliances,0.692,0.566,0.004,Normal
2023-06-05,Kitchen_Appliances,0.611,0.652,0.086,Normal
2023-06-12,Kitchen_Appliances,0.182,0.396,-0.255,TREND SHIFT
2023-06-19,Kitchen_Appliances,0.636,0.409,0.013,Normal
2023-06-26,Kitchen_Appliances,0.636,0.636,0.227,POSITIVE SPIKE
2023-07-03,Kitchen_Appliances,0.571,0.604,-0.032,Normal
2023-07-10,Kitchen_Appliances,0.571,0.571,-0.032,Normal
2023-07-17,Kitchen_Appliances,0.786,0.679,0.107,Normal
2023-07-24,Kitchen_Appliances,0.318,0.552,-0.127,Normal
2023-07-31,Kitchen_Appliances,0.111,0.215,-0.337,NEGATIVE SPIKE
2023-08-07,Kitchen_Appliances,0.435,0.273,0.058,Normal
2023-08-14,Kitchen_Appliances,0.64,0.537,0.264,POSITIVE SPIKE
2023-08-21,Kitchen_Appliances,0.786,0.713,0.175,Normal
2023-08-28,Kitchen_Appliances,0.722,0.754,0.041,Normal
2023-09-04,Kitchen_Appliances,0.788,0.755,0.001,Normal
2023-09-11,Kitchen_Appliances,0.471,0.629,-0.126,Normal
2023-09-18,Kitchen_Appliances,0.435,0.453,-0.177,Normal
2023-09-25,Kitchen_Appliances,0.533,0.484,0.031,Normal
2023-10-02,Kitchen_Appliances,0.474,0.504,0.019,Normal
2023-10-09,Kitchen_Appliances,0.55,0.512,0.008,Normal
2023-10-16,Kitchen_Appliances,0.571,0.561,0.049,Normal
2023-10-23,Kitchen_Appliances,0.556,0.563,0.003,Normal
2023-10-30,Kitchen_Appliances,0.5,0.528,-0.036,Normal
2023-11-06,Kitchen_Appliances,0.652,0.576,0.048,Normal
2023-11-13,Kitchen_Appliances,0.609,0.63,0.054,Normal
2023-11-20,Kitchen_Appliances,0.227,0.418,-0.212,TREND SHIFT
2023-11-27,Kitchen_Appliances,0.619,0.423,0.005,Normal
2023-12-04,Kitchen_Appliances,0.857,0.738,0.315,POSITIVE SPIKE
2023-12-11,Kitchen_Appliances,0.381,0.619,-0.119,Normal
2023-12-18,Kitchen_Appliances,0.778,0.579,-0.04,Normal
2023-12-25,Kitchen_Appliances,0.792,0.785,0.205,TREND SHIFT
2024-01-01,Kitchen_Appliances,0.842,0.817,0.032,Normal
2024-01-08,Kitchen_Appliances,0.562,0.702,-0.115,Normal
2024-01-15,Kitchen_Appliances,0.737,0.65,-0.053,Normal
2024-01-22,Kitchen_Appliances,0.35,0.543,-0.106,Normal
2024-01-29,Kitchen_Appliances,0.733,0.542,-0.002,Normal
2024-02-05,Kitchen_Appliances,0.7,0.717,0.175,Normal
2024-02-12,Kitchen_Appliances,0.6,0.65,-0.067,Normal
2024-02-19,Kitchen_Appliances,0.762,0.681,0.031,Normal
2024-02-26,Kitchen_Appliances,0.5,0.631,-0.05,Normal
2024-03-04,Kitchen_Appliances,0.7,0.6,-0.031,Normal
2024-03-11,Kitchen_Appliances,0.318,0.509,-0.091,Normal
2024-03-18,Kitchen_Appliances,0.522,0.42,-0.089,Normal
2024-03-25,Kitchen_Appliances,0.444,0.483,0.063,Normal
2024-04-01,Kitchen_Appliances,0.3,0.372,-0.111,Normal
2024-04-08,Kitchen_Appliances,0.476,0.388,0.016,Normal
2024-04-15,Kitchen_Appliances,0.722,0.599,0.211,POSITIVE SPIKE
2024-04-22,Kitchen_Appliances,0.25,0.486,-0.113,Normal
2024-04-29,Kitchen_Appliances,0.833,0.542,0.056,Normal
2024-05-06,Kitchen_Appliances,0.762,0.798,0.256,POSITIVE SPIKE
2024-05-13,Kitchen_Appliances,0.724,0.743,-0.055,Normal
2024-05-20,Kitchen_Appliances,0.471,0.597,-0.146,Normal
2024-05-27,Kitchen_Appliances,0.211,0.341,-0.257,NEGATIVE SPIKE
2024-06-03,Kitchen_Appliances,0.824,0.517,0.176,Normal
2024-06-10,Kitchen_Appliances,0.667,0.745,0.228,POSITIVE SPIKE
2024-06-17,Kitchen_Appliances,0.619,0.643,-0.102,Normal
2024-06-24,Kitchen_Appliances,0.682,0.65,0.008,Normal
2024-07-01,Kitchen_Appliances,0.708,0.695,0.045,Normal
2024-07-08,Kitchen_Appliances,0.692,0.7,0.005,Normal
2024-07-15,Kitchen_Appliances,0.593,0.642,-0.058,Normal
2024-07-22,Kitchen_Appliances,0.367,0.48,-0.163,Normal
2024-07-29,Kitchen_Appliances,0.5,0.433,-0.046,Normal
2024-08-05,Kitchen_Appliances,0.6,0.55,0.117,Normal
2024-08-12,Kitchen_Appliances,0.68,0.64,0.09,Normal
2024-08-19,Kitchen_Appliances,0.632,0.656,0.016,Normal
2024-08-26,Kitchen_Appliances,0.444,0.538,-0.118,Normal
2024-09-02,Kitchen_Appliances,0.733,0.589,0.051,Normal
2024-09-09,Kitchen_Appliances,0.412,0.573,-0.016,Normal
2024-09-16,Kitchen_Appliances,0.619,0.515,-0.057,Normal
2024-09-23,Kitchen_Appliances,0.667,0.643,0.127,Normal
2024-09-30,Kitchen_Appliances,0.833,0.75,0.107,Normal
2024-10-07,Kitchen_Appliances,0.5,0.667,-0.083,Normal
2024-10-14,Kitchen_Appliances,0.5,0.5,-0.167,Normal
2024-10-21,Kitchen_Appliances,0.625,0.562,0.062,Normal
2024-10-28,Kitchen_Appliances,0.783,0.704,0.141,Normal
2024-11-04,Kitchen_Appliances,0.688,0.735,0.031,Normal
2024-11-11,Kitchen_Appliances,0.696,0.692,-0.043,Normal
2024-11-18,Kitchen_Appliances,0.565,0.63,-0.061,Normal
2024-11-25,Kitchen_Appliances,0.3,0.433,-0.198,Normal
2024-12-02,Kitchen_Appliances,0.6,0.45,0.017,Normal
2024-12-09,Kitchen_Appliances,0.458,0.529,0.079,Normal
2024-12-16,Kitchen_Appliances,0.769,0.614,0.085,Normal
2024-12-23,Kitchen_Appliances,0.889,0.829,0.215,POSITIVE SPIKE
2024-12-30,Kitchen_Appliances,0.583,0.736,-0.093,Normal
2020-12-28,Kitchen_Dining,1.0,1.0,,Normal
2021-01-04,Kitchen_Dining,0.647,0.824,-0.176,Normal
2021-01-11,Kitchen_Dining,0.833,0.74,-0.083,Normal
2021-01-18,Kitchen_Dining,0.875,0.854,0.114,Normal
2021-01-25,Kitchen_Dining,0.857,0.866,0.012,Normal
2021-02-01,Kitchen_Dining,0.882,0.87,0.004,Normal
2021-02-08,Kitchen_Dining,0.917,0.9,0.03,Normal
2021-02-15,Kitchen_Dining,0.643,0.78,-0.12,Normal
2021-02-22,Kitchen_Dining,0.5,0.571,-0.208,NEGATIVE SPIKE
2021-03-01,Kitchen_Dining,0.571,0.536,-0.036,Normal
2021-03-08,Kitchen_Dining,0.444,0.508,-0.028,Normal
2021-03-15,Kitchen_Dining,0.714,0.579,0.071,Normal
2021-03-22,Kitchen_Dining,0.824,0.769,0.19,Normal
2021-03-29,Kitchen_Dining,1.0,0.912,0.143,Normal
2021-04-05,Kitchen_Dining,0.933,0.967,0.055,Normal
2021-04-12,Kitchen_Dining,0.667,0.8,-0.167,Normal
2021-04-19,Kitchen_Dining,0.857,0.762,-0.038,Normal
2021-04-26,Kitchen_Dining,0.722,0.79,0.028,Normal
2021-05-03,Kitchen_Dining,0.929,0.825,0.036,Normal
2021-05-10,Kitchen_Dining,0.8,0.864,0.039,Normal
2021-05-17,Kitchen_Dining,0.636,0.718,-0.146,Normal
2021-05-24,Kitchen_Dining,0.846,0.741,0.023,Normal
2021-05-31,Kitchen_Dining,0.846,0.846,0.105,Normal
2021-06-07,Kitchen_Dining,0.647,0.747,-0.1,Normal
2021-06-14,Kitchen_Dining,0.9,0.774,0.027,Normal
2021-06-21,Kitchen_Dining,0.667,0.783,0.01,Normal
2021-06-28,Kitchen_Dining,0.6,0.633,-0.15,Normal
2021-07-05,Kitchen_Dining,1.0,0.8,0.167,Normal
2021-07-12,Kitchen_Dining,0.545,0.773,-0.027,Normal
2021-07-19,Kitchen_Dining,0.8,0.673,-0.1,Normal
2021-07-26,Kitchen_Dining,0.818,0.809,0.136,Normal
2021-08-02,Kitchen_Dining,0.933,0.876,0.067,Normal
2021-08-09,Kitchen_Dining,0.833,0.883,0.008,Normal
2021-08-16,Kitchen_Dining,0.846,0.84,-0.044,Normal
2021-08-23,Kitchen_Dining,0.632,0.739,-0.101,Normal
2021-08-30,Kitchen_Dining,0.857,0.744,0.005,Normal
2021-09-06,Kitchen_Dining,0.8,0.829,0.084,Normal
2021-09-13,Kitchen_Dining,0.429,0.614,-0.214,TREND SHIFT
2021-09-20,Kitchen_Dining,0.765,0.597,-0.018,Normal
2021-09-27,Kitchen_Dining,0.733,0.749,0.152,Normal
2021-10-04,Kitchen_Dining,0.75,0.742,-0.007,Normal
2021-10-11,Kitchen_Dining,0.812,0.781,0.04,Normal
2021-10-18,Kitchen_Dining,1.0,0.906,0.125,Normal
2021-10-25,Kitchen_Dining,0.867,0.933,0.027,Normal
2021-11-01,Kitchen_Dining,1.0,0.933,0.0,Normal
2021-11-08,Kitchen_Dining,1.0,1.0,0.067,Normal
2021-11-15,Kitchen_Dining,0.714,0.857,-0.143,Normal
2021-11-22,Kitchen_Dining,0.923,0.819,-0.038,Normal
2021-11-29,Kitchen_Dining,0.6,0.762,-0.057,Normal
2021-12-06,Kitchen_Dining,0.5,0.55,-0.212,NEGATIVE SPIKE
2021-12-13,Kitchen_Dining,0.846,0.673,0.123,Normal
2021-12-20,Kitchen_Dining,0.647,0.747,0.074,Normal
2021-12-27,Kitchen_Dining,1.0,0.824,0.077,Normal
2022-01-03,Kitchen_Dining,0.722,0.861,0.038,Normal
2022-01-10,Kitchen_Dining,0.75,0.736,-0.125,Normal
2022-01-17,Kitchen_Dining,0.5,0.625,-0.111,Normal
2022-01-24,Kitchen_Dining,1.0,0.75,0.125,Normal
2022-01-31,Kitchen_Dining,1.0,1.0,0.25,POSITIVE SPIKE
2022-02-07,Kitchen_Dining,1.0,1.0,0.0,Normal
2022-02-14,Kitchen_Dining,0.917,0.958,-0.042,Normal
2022-02-21,Kitchen_Dining,0.75,0.833,-0.125,Normal
2022-02-28,Kitchen_Dining,0.667,0.708,-0.125,Normal
2022-03-07,Kitchen_Dining,1.0,0.833,0.125,Normal
2022-03-14,Kitchen_Dining,0.75,0.875,0.042,Normal
2022-03-21,Kitchen_Dining,0.455,0.602,-0.273,TREND SHIFT
2022-03-28,Kitchen_Dining,0.643,0.549,-0.054,Normal
2022-04-04,Kitchen_Dining,0.846,0.745,0.196,Normal
2022-04-11,Kitchen_Dining,0.889,0.868,0.123,Normal
2022-04-18,Kitchen_Dining,0.833,0.861,-0.006,Normal
2022-04-25,Kitchen_Dining,0.7,0.767,-0.094,Normal
2022-05-02,Kitchen_Dining,0.75,0.725,-0.042,Normal
2022-05-09,Kitchen_Dining,0.882,0.816,0.091,Normal
2022-05-16,Kitchen_Dining,0.708,0.795,-0.021,Normal
2022-05-23,Kitchen_Dining,0.889,0.799,0.003,Normal
2022-05-30,Kitchen_Dining,0.333,0.611,-0.188,Normal
2022-06-06,Kitchen_Dining,0.933,0.633,0.022,Normal
2022-06-13,Kitchen_Dining,1.0,0.967,0.333,POSITIVE SPIKE
2022-06-20,Kitchen_Dining,0.8,0.9,-0.067,Normal
2022-06-27,Kitchen_Dining,0.941,0.871,-0.029,Normal
2022-07-04,Kitchen_Dining,0.867,0.904,0.033,Normal
2022-07-11,Kitchen_Dining,0.8,0.833,-0.071,Normal
2022-07-18,Kitchen_Dining,0.632,0.716,-0.118,Normal
2022-07-25,Kitchen_Dining,1.0,0.816,0.1,Normal
2022-08-01,Kitchen_Dining,0.889,0.944,0.129,Normal
2022-08-08,Kitchen_Dining,0.941,0.915,-0.029,Normal
2022-08-15,Kitchen_Dining,0.692,0.817,-0.098,Normal
2022-08-22,Kitchen_Dining,0.857,0.775,-0.042,Normal
2022-08-29,Kitchen_Dining,0.708,0.783,0.008,Normal
2022-09-05,Kitchen_Dining,0.786,0.747,-0.036,Normal
2022-09-12,Kitchen_Dining,0.643,0.714,-0.033,Normal
2022-09-19,Kitchen_Dining,0.75,0.696,-0.018,Normal
2022-09-26,Kitchen_Dining,0.65,0.7,0.004,Normal
2022-10-03,Kitchen_Dining,0.857,0.754,0.054,Normal
2022-10-10,Kitchen_Dining,0.667,0.762,0.008,Normal
2022-10-17,Kitchen_Dining,0.857,0.762,0.0,Normal
2022-10-24,Kitchen_Dining,0.667,0.762,0.0,Normal
2022-10-31,Kitchen_Dining,0.833,0.75,-0.012,Normal
2022-11-07,Kitchen_Dining,0.923,0.878,0.128,Normal
2022-11-14,Kitchen_Dining,0.7,0.812,-0.067,Normal
2022-11-21,Kitchen_Dining,0.769,0.735,-0.077,Normal
2022-11-28,Kitchen_Dining,0.818,0.794,0.059,Normal
2022-12-05,Kitchen_Dining,1.0,0.909,0.115,Normal
2022-12-12,Kitchen_Dining,0.667,0.833,-0.076,Normal
2022-12-19,Kitchen_Dining,0.8,0.733,-0.1,Normal
2022-12-26,Kitchen_Dining,0.714,0.757,0.024,Normal
2023-01-02,Kitchen_Dining,0.9,0.807,0.05,Normal
2023-01-09,Kitchen_Dining,0.923,0.912,0.104,Normal
2023-01-16,Kitchen_Dining,0.667,0.795,-0.117,Normal
2023-01-23,Kitchen_Dining,0.714,0.69,-0.104,Normal
2023-01-30,Kitchen_Dining,0.455,0.584,-0.106,Normal
2023-02-06,Kitchen_Dining,0.692,0.573,-0.011,Normal
2023-02-13,Kitchen_Dining,0.75,0.721,0.148,Normal
2023-02-20,Kitchen_Dining,0.833,0.792,0.071,Normal
2023-02-27,Kitchen_Dining,1.0,0.917,0.125,Normal
2023-03-06,Kitchen_Dining,0.538,0.769,-0.147,Normal
2023-03-13,Kitchen_Dining,0.857,0.698,-0.071,Normal
2023-03-20,Kitchen_Dining,0.95,0.904,0.206,TREND SHIFT
2023-03-27,Kitchen_Dining,0.688,0.819,-0.085,Normal
2023-04-03,Kitchen_Dining,0.737,0.712,-0.107,Normal
2023-04-10,Kitchen_Dining,0.636,0.687,-0.026,Normal
2023-04-17,Kitchen_Dining,1.0,0.818,0.132,Normal
2023-04-24,Kitchen_Dining,0.812,0.906,0.088,Normal
2023-05-01,Kitchen_Dining,0.583,0.698,-0.208,TREND SHIFT
2023-05-08,Kitchen_Dining,0.733,0.658,-0.04,Normal
2023-05-15,Kitchen_Dining,0.8,0.767,0.108,Normal
2023-05-22,Kitchen_Dining,0.789,0.795,0.028,Normal
2023-05-29,Kitchen_Dining,0.65,0.72,-0.075,Normal
2023-06-05,Kitchen_Dining,1.0,0.825,0.105,Normal
2023-06-12,Kitchen_Dining,0.889,0.944,0.119,Normal
2023-06-19,Kitchen_Dining,0.706,0.797,-0.147,Normal
